"CrashName","Name","Sex","Age","Speed","VehicleDamage","PartyCategory","Sobriety","VehicleDirection","MovementPrecedingCollision","PartyType","OtherAssociatedFactor","VehicleCount","ViolationCode","ViolationCodeDescription"
"CR-0000096060","ACV-0000195739","F","54","","Minor","Driver","Impairment Not Known","East","Entering Traffic","Panel Truck","Vision Obscurement","1","21804","Yield From Driveway/Curb"
"CR-0000096070","ACV-0000195768","","0","","Unknown","Driver","Impairment Not Known","South","Proceeding Straight","Car","Other Violation","1","Not Applicable","Not Applicable"
"CR-0000096074","ACV-0000195775","","0","","Unknown","Driver","Impairment Not Known","South","Making Left Turn","Car","None Apparent","1","22350","Speeding"
"CR-0000096063","ACV-0000195746","M","46","","Unknown","Bicycle","Impairment Not Known","West","Proceeding Straight","Bicycle","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000096068","ACV-0000195760","","0","","Major","Parked","Not Applicable","Not Applicable","Parked","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000096072","ACV-0000195771","","0","","Unknown","Driver","Impairment Not Known","East","Proceeding Straight","Unknown","Unknown","1","Unknown","Unknown"
"CR-0000096058","ACV-0000195736","M","73","","Major","Driver","Had Not Been Drinking","East","Proceeding Straight","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000096062","ACV-0000195743","M","71","","Moderate","Driver","Had Not Been Drinking","West","Proceeding Straight","Car","None Apparent","1","22350","Speeding"
"CR-0000096061","ACV-0000195742","M","61","","Major","Driver","Had Not Been Drinking","West","Stopped","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000096071","ACV-0000195770","M","56","","Major","Driver","Had Not Been Drinking","East","Stopped","Panel Truck","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000096069","ACV-0000195766","M","3","","Not Applicable","Pedestrian","Had Not Been Drinking","South","Proceeding Straight","Pedestrian","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000096064","ACV-0000195748","M","39","","Moderate","Driver","Had Not Been Drinking","West","Stopped","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000096059","ACV-0000195738","M","34","","Major","Driver","Had Not Been Drinking","West","Proceeding Straight","Car","None Apparent","1","23153","Driving Drunk With Injury"
"CR-0000096067","ACV-0000195756","M","0","","Major","Driver","Had Been Drinking - Under Influence","North","Proceeding Straight","Car","Inattention","1","23153","Driving Drunk With Injury"
"CR-0000096063","ACV-0000195745","F","64","","None","Driver","Impairment Not Known","North","Proceeding Straight","Car","None Apparent","1","21950","Yield Pedestrian In Crosswalk"
"CR-0000096069","ACV-0000195765","F","68","","Not Applicable","Pedestrian","Had Not Been Drinking","South","Proceeding Straight","Pedestrian","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000096073","ACV-0000195774","F","23","","Major","Driver","Impairment Not Known","East","Proceeding Straight","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000096066","ACV-0000195754","F","0","","Minor","Driver","Had Been Drinking - Impairment Unknown","North","Making Left Turn","Car","None Apparent","1","21801","Yield Left Turn"
"CR-0000096058","ACV-0000195735","M","22","","Major","Driver","Had Been Drinking - Under Influence","North","Proceeding Straight","Car","Other Violation","1","22350","Speeding"
"CR-0000096068","ACV-0000195761","","0","","Major","Parked","Not Applicable","Not Applicable","Parked","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000096074","ACV-0000195776","M","18","","Moderate","Driver","Had Not Been Drinking","South","Making Left Turn","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000096071","ACV-0000195769","","0","","Unknown","Driver","Impairment Not Known","East","Proceeding Straight","Car","Other Violation","1","22350","Speeding"
"CR-0000096064","ACV-0000195747","","0","","Unknown","Driver","Impairment Not Known","West","Proceeding Straight","Panel Truck","None Apparent","1","22350","Speeding"
"CR-0000096066","ACV-0000195755","F","35","","Moderate","Driver","Had Not Been Drinking","South","Proceeding Straight","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000096070","ACV-0000195767","M","0","","Major","Driver","Impairment Not Known","South","Making U-Turn","Car","Unfamiliar With Road","1","22100","Improper Turn"
"CR-0000096065","ACV-0000195751","M","30","","Minor","Driver","Impairment Not Known","West","Proceeding Straight","Car","Stop And Go Traffic","1","Not Applicable","Not Applicable"
"CR-0000096062","ACV-0000195744","M","63","","Major","Driver","Had Not Been Drinking","West","Changing Lanes","Panel Truck","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000096067","ACV-0000195757","M","27","","Major","Driver","Impairment Not Known","South","Making Left Turn","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000096069","ACV-0000195764","","0","","Unknown","Driver","Impairment Not Known","West","Proceeding Straight","Unknown","Other Violation","1","22350","Speeding"
"CR-0000096068","ACV-0000195762","","0","","Minor","Parked","Not Applicable","Not Applicable","Parked","Panel Truck","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000096061","ACV-0000195741","","0","","Major","Driver","Impairment Not Known","North","Proceeding Straight","Panel Truck","None Apparent","1","Unknown","Unknown"
"CR-0000096073","ACV-0000195773","M","18","","Major","Driver","Impairment Not Known","South","Proceeding Straight","Car","Inattention","1","21453","Run Red Light"
"CR-0000096060","ACV-0000195740","M","48","","Moderate","Driver","Impairment Not Known","East","Proceeding Straight","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000096068","ACV-0000195759","","0","","Minor","Parked","Not Applicable","Not Applicable","Parked","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000096072","ACV-0000195772","F","32","","Moderate","Driver","Impairment Not Known","East","Proceeding Straight","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000096065","ACV-0000195753","M","45","","Moderate","Driver","Impairment Not Known","West","Proceeding Straight","Car","Stop And Go Traffic","1","Not Applicable","Not Applicable"
"CR-0000096065","ACV-0000195752","M","21","","Minor","Driver","Impairment Not Known","West","Stopped","Car","Stop And Go Traffic","1","Not Applicable","Not Applicable"
"CR-0000096084","ACV-0000195791","","0","","Moderate","Parked","Not Applicable","Not Applicable","Parked","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000096084","ACV-0000195790","M","31","","Major","Driver","Impairment Not Known","North","Passing Other Vehicles","Motorcycle/Moped","None Apparent","1","Unknown","Unknown"
"CR-0000096084","ACV-0000195789","F","73","","Major","Driver","Had Not Been Drinking","West","Proceeding Straight","Car","None Apparent","1","Unknown","Unknown"
"CR-0000096087","ACV-0000195796","F","76","","Not Applicable","Pedestrian","Impairment Not Known","West","Other (Ped)","Pedestrian","Inattention","1","21955","Crossing Controlled Intersection/Jaywalking"
"CR-0000096086","ACV-0000195794","M","44","","Minor","Driver","Had Not Been Drinking","South","Making Right Turn","Car","None Apparent","1","21950","Yield Pedestrian In Crosswalk"
"CR-0000096085","ACV-0000195793","M","65","","Not Applicable","Pedestrian","Impairment Not Known","East","Other (Ped)","Pedestrian","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000096086","ACV-0000195795","M","47","","Not Applicable","Pedestrian","Impairment Not Known","East","Other (Ped)","Pedestrian","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000096088","ACV-0000195799","F","71","","Not Applicable","Pedestrian","Had Not Been Drinking","South","Other (Ped)","Pedestrian","Unknown","1","Not Applicable","Not Applicable"
"CR-0000096088","ACV-0000195798","F","37","","Minor","Driver","Had Not Been Drinking","North","Making Left Turn","Car","Other Violation","1","22350","Speeding"
"CR-0000096085","ACV-0000195792","M","65","","Major","Driver","Under Drug Influence","North","Changing Lanes","Car","Other Violation","1","23153","Driving Drunk With Injury"
"CR-0000096087","ACV-0000195797","M","27","","None","Driver","Had Not Been Drinking","South","Backing","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000096099","ACV-0000195814","","0","","None","Parked","Not Applicable","Not Applicable","Parked","Car","None Apparent","1","Unknown","Unknown"
"CR-0000096098","ACV-0000195812","","0","","Unknown","Driver","Impairment Not Known","South","Proceeding Straight","Emergency Vehicle","None Apparent","1","Unknown","Unknown"
"CR-0000096099","ACV-0000195813","M","36","","Minor","Driver","Had Not Been Drinking","South","Slowing/Stopping","Emergency Vehicle","Runaway Vehicle","1","Unknown","Unknown"
"CR-0000096101","ACV-0000195816","","0","","Unknown","Driver","Impairment Not Known","Unknown","Parked","Unknown","Unknown","1","Unknown","Unknown"
"CR-0000096101","ACV-0000195815","F","33","","Unknown","Parked","Not Applicable","Unknown","Parked","Car","Unknown","1","Unknown","Unknown"
"CR-0000096109","ACV-0000195829","M","41","","Not Applicable","Pedestrian","Impairment Not Known","South","Entering Traffic","Pedestrian","None Apparent","1","21954","Pedestrian Yield Car"
"CR-0000096104","ACV-0000195819","M","59","","Unknown","Driver","Impairment Not Known","North","Proceeding Straight","Car","Unknown","1","Unknown","Unknown"
"CR-0000096113","ACV-0000195838","M","19","","Unknown","Driver","Impairment Not Known","South","Making Left Turn","Car","Unknown","1","Unknown","Unknown"
"CR-0000096106","ACV-0000195823","M","0","","Unknown","Driver","Impairment Not Known","Unknown","Proceeding Straight","Car","Unknown","1","Unknown","Unknown"
"CR-0000096111","ACV-0000195833","","0","","Unknown","Driver","Impairment Not Known","North","Backing","Car","Unknown","1","Unknown","Unknown"
"CR-0000096106","ACV-0000195824","F","58","","Unknown","Driver","Impairment Not Known","Unknown","Making Left Turn","Unknown","Unknown","1","Unknown","Unknown"
"CR-0000096109","ACV-0000195830","M","39","","Minor","Driver","Impairment Not Known","West","Proceeding Straight","Emergency Vehicle","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000096104","ACV-0000195820","M","0","","Unknown","Driver","Impairment Not Known","North","Making Left Turn","Panel Truck","Unknown","1","Unknown","Unknown"
"CR-0000096108","ACV-0000195828","","0","","Unknown","Parked","Not Applicable","Not Applicable","Parked","Panel Truck","Unknown","1","Unknown","Unknown"
"CR-0000096113","ACV-0000195837","M","0","","Unknown","Driver","Impairment Not Known","South","Proceeding Straight","Car","Unknown","1","Unknown","Unknown"
"CR-0000096108","ACV-0000195827","","0","","Unknown","Driver","Impairment Not Known","Unknown","Unknown","Unknown","Unknown","1","Unknown","Unknown"
"CR-0000096112","ACV-0000195836","F","38","","Unknown","Driver","Impairment Not Known","West","Stopped","Car","Unknown","1","Unknown","Unknown"
"CR-0000096107","ACV-0000195826","M","55","","Unknown","Driver","Impairment Not Known","West","Changing Lanes","Car","Unknown","1","Unknown","Unknown"
"CR-0000096111","ACV-0000195834","","0","","Unknown","Parked","Not Applicable","Unknown","Parked","Car","Unknown","1","Unknown","Unknown"
"CR-0000096112","ACV-0000195835","M","0","","Unknown","Driver","Impairment Not Known","West","Unknown","Car","Unknown","1","Unknown","Unknown"
"CR-0000096110","ACV-0000195832","F","33","","Unknown","Driver","Impairment Not Known","South","Stopped","Car","Unknown","1","Unknown","Unknown"
"CR-0000096107","ACV-0000195825","M","30","","Unknown","Driver","Impairment Not Known","West","Proceeding Straight","Car","Unknown","1","Unknown","Unknown"
"CR-0000096110","ACV-0000195831","M","0","","Unknown","Driver","Impairment Not Known","South","Unknown","Unknown","Unknown","1","Unknown","Unknown"
"CR-0000096105","ACV-0000195821","M","37","","Unknown","Driver","Impairment Not Known","West","Making Right Turn","Car","Unknown","1","Unknown","Unknown"
"CR-0000096103","ACV-0000195818","M","25","","Unknown","Driver","Impairment Not Known","Unknown","Stopped","Car","Unknown","1","Unknown","Unknown"
"CR-0000096105","ACV-0000195822","","0","","Unknown","Driver","Impairment Not Known","West","Proceeding Straight","Panel Truck","Unknown","1","Unknown","Unknown"
"CR-0000096103","ACV-0000195817","M","0","","Unknown","Driver","Impairment Not Known","Unknown","Proceeding Straight","Car","Unknown","1","Unknown","Unknown"
"CR-0000096114","ACV-0000195840","M","41","","Unknown","Parked","Not Applicable","Not Applicable","Parked","Car","Other","1","Not Applicable","Not Applicable"
"CR-0000096114","ACV-0000195839","","0","","Not Applicable","Driver","Impairment Not Known","Not Applicable","Other Unsafe Turning","Unknown","Other","1","Unknown","Unknown"
"CR-0000096115","ACV-0000195841","","0","","Not Applicable","Bicycle","Impairment Not Known","East","Making Left Turn","Scooter Motorized","None Apparent","1","00001","Other Improper Driving"
"CR-0000096115","ACV-0000195842","M","22","","Not Applicable","Driver","Impairment Not Known","South","Making Right Turn","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000096122","ACV-0000195847","","0","","Not Applicable","Bicycle","Impairment Not Known","West","Entering Traffic","Bicycle","None Apparent","1","21954","Pedestrian Yield Car"
"CR-0000096123","ACV-0000195849","M","67","","Totaled","Driver","Had Been Drinking - Not Under Influence","North","Other Unsafe Turning","Semi Truck","None Apparent","1","22350","Speeding"
"CR-0000096126","ACV-0000195853","M","22","","Minor","Driver","Had Not Been Drinking","North","Proceeding Straight","Car","Unknown","1","22350","Speeding"
"CR-0000096127","ACV-0000195855","F","36","","None","Driver","Had Not Been Drinking","South","Proceeding Straight","Motorcycle/Moped","Inattention","1","22350","Speeding"
"CR-0000096129","ACV-0000195860","M","29","","Minor","Driver","Had Not Been Drinking","North","Stopped","Car","Stop And Go Traffic","1","Not Applicable","Not Applicable"
"CR-0000096126","ACV-0000195854","M","37","","Minor","Driver","Had Not Been Drinking","North","Stopped","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000096124","ACV-0000195850","F","21","","Major","Driver","Had Been Drinking - Under Influence","East","Ran Off Road","Car","None Apparent","1","23152","Driving Drunk"
"CR-0000096125","ACV-0000195851","F","30","","Moderate","Driver","Had Not Been Drinking","South","Stopped","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000096122","ACV-0000195848","F","41","","Minor","Driver","Had Not Been Drinking","South","Proceeding Straight","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000096129","ACV-0000195859","M","21","","Moderate","Driver","Had Not Been Drinking","East","Proceeding Straight","Car","Entering/Leaving Ramp","1","21800","Yield Uncontrolled Intersection"
"CR-0000096125","ACV-0000195852","M","26","","Unknown","Driver","Had Not Been Drinking","South","Backing","Car","Other Violation","1","22106","Unsafe Backing"
"CR-0000096121","ACV-0000195845","M","44","","Minor","Driver","Had Not Been Drinking","West","Making U-Turn","Car","Entering/Leaving Ramp;Stop And Go Traffic","1","21802","Yield Stop Sign"
"CR-0000096128","ACV-0000195857","M","81","","Minor","Driver","Had Not Been Drinking","South","Backing","Car","Other Violation","1","Unknown","Unknown"
"CR-0000096117","ACV-0000195843","F","22","","Moderate","Driver","Had Been Drinking - Under Influence","South","Making Left Turn","Car","None Apparent","1","22350","Speeding"
"CR-0000096118","ACV-0000195844","M","38","","Major","Driver","Sleepy/Fatigued","South","Proceeding Straight","Car","Other","1","22107","Unsafe Turn Movement"
"CR-0000096127","ACV-0000195856","M","59","","None","Driver","Had Not Been Drinking","West","Stopped","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000096121","ACV-0000195846","F","46","","Minor","Driver","Had Not Been Drinking","South","Making Left Turn","Car","Stop And Go Traffic","1","Not Applicable","Not Applicable"
"CR-0000096128","ACV-0000195858","M","20","","Minor","Parked","Not Applicable","Not Applicable","Parked","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000096134","ACV-0000195866","M","0","","Minor","Driver","Impairment Not Known","West","Making Right Turn","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000096141","ACV-0000195878","","0","","Minor","Parked","Not Applicable","South","Parked","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000096137","ACV-0000195872","M","34","","Minor","Driver","Had Been Drinking - Not Under Influence","South","Proceeding Straight","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000096142","ACV-0000195879","","0","","Major","Driver","Impairment Not Known","West","Making Right Turn","Car","None Apparent","1","22107","Unsafe Turn Movement"
"CR-0000096133","ACV-0000195864","F","62","","Minor","Driver","Had Not Been Drinking","West","Proceeding Straight","Car","Entering/Leaving Ramp","1","Not Applicable","Not Applicable"
"CR-0000096137","ACV-0000195871","M","79","","Minor","Driver","Had Been Drinking - Not Under Influence","South","Changing Lanes","Car","None Apparent","1","22107","Unsafe Turn Movement"
"CR-0000096140","ACV-0000195876","","0","","Moderate","Parked","Not Applicable","Unknown","Parked","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000096135","ACV-0000195868","M","29","","Moderate","Driver","Had Not Been Drinking","West","Stopped","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000096136","ACV-0000195869","","0","","Major","Driver","Impairment Not Known","South","Proceeding Straight","Car","Other Violation","1","22350","Speeding"
"CR-0000096141","ACV-0000195877","","0","","Unknown","Driver","Impairment Not Known","South","Proceeding Straight","Unknown","Other Violation","1","22107","Unsafe Turn Movement"
"CR-0000096136","ACV-0000195870","","0","","Minor","Parked","Not Applicable","Not Applicable","Stopped","Other","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000096145","ACV-0000195884","F","54","","Major","Driver","Impairment Not Known","South","Proceeding Straight","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000096133","ACV-0000195863","F","29","","Unknown","Driver","Had Not Been Drinking","West","Proceeding Straight","Car","Entering/Leaving Ramp","1","Not Applicable","Not Applicable"
"CR-0000096134","ACV-0000195865","M","26","","None","Driver","Impairment Not Known","West","Making Right Turn","Semi Truck","None Apparent","1","22108","Duration/Signal"
"CR-0000096133","ACV-0000195862","F","72","","Moderate","Driver","Had Not Been Drinking","West","Proceeding Straight","Car","Entering/Leaving Ramp","1","22350","Speeding"
"CR-0000096131","ACV-0000195861","M","47","","Minor","Driver","Had Not Been Drinking","South","Making Right Turn","Other","Inattention","1","22107","Unsafe Turn Movement"
"CR-0000096144","ACV-0000195882","","0","","Moderate","Parked","Not Applicable","Unknown","Parked","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000096145","ACV-0000195883","M","64","","Moderate","Driver","Impairment Not Known","East","Proceeding Straight","Car","None Apparent","1","21453","Run Red Light"
"CR-0000096139","ACV-0000195874","F","55","","Moderate","Driver","Had Not Been Drinking","South","Proceeding Straight","Car","Other","1","Not Applicable","Not Applicable"
"CR-0000096140","ACV-0000195875","","0","","Major","Driver","Impairment Not Known","South","Passing Other Vehicles","Car","Runaway Vehicle","1","Unknown","Unknown"
"CR-0000096135","ACV-0000195867","F","31","","Minor","Driver","Had Not Been Drinking","West","Proceeding Straight","Car","Inattention","1","22350","Speeding"
"CR-0000096144","ACV-0000195881","","0","","Moderate","Driver","Impairment Not Known","West","Proceeding Straight","Car","None Apparent","1","Unknown","Unknown"
"CR-0000096143","ACV-0000195880","","0","","Major","Driver","Impairment Not Known","West","Other Unsafe Turning","Car","Other Violation","1","22107","Unsafe Turn Movement"
"CR-0000096139","ACV-0000195873","F","49","","Moderate","Driver","Had Not Been Drinking","North","Making Left Turn","Car","Other","1","Unknown","Unknown"
"CR-0000096152","ACV-0000195897","M","0","","Minor","Driver","Impairment Not Known","South","Proceeding Straight","Unknown","Other Violation","1","22350","Speeding"
"CR-0000096148","ACV-0000195890","F","39","","Unknown","Driver","Impairment Not Known","North","Proceeding Straight","Car","Unknown","1","Unknown","Unknown"
"CR-0000096146","ACV-0000195885","M","0","","Unknown","Driver","Impairment Not Known","North","Proceeding Straight","Car","Unknown","1","Unknown","Unknown"
"CR-0000096162","ACV-0000195918","M","21","","Unknown","Driver","Impairment Not Known","South","Proceeding Straight","Car","Unknown","1","Unknown","Unknown"
"CR-0000096161","ACV-0000195915","M","0","","Unknown","Driver","Impairment Not Known","Unknown","Proceeding Straight","Car","Unknown","1","Unknown","Unknown"
"CR-0000096160","ACV-0000195914","M","38","","Unknown","Driver","Impairment Not Known","South","Stopped","Car","Unknown","1","Unknown","Unknown"
"CR-0000096151","ACV-0000195896","","0","","Unknown","Parked","Not Applicable","Not Applicable","Parked","Car","Unknown","1","Unknown","Unknown"
"CR-0000096155","ACV-0000195904","F","0","","Unknown","Driver","Impairment Not Known","East","Stopped","Car","Unknown","1","Unknown","Unknown"
"CR-0000096158","ACV-0000195909","","0","","Unknown","Driver","Impairment Not Known","North","Merging","Car","Unknown","1","Unknown","Unknown"
"CR-0000096153","ACV-0000195900","M","59","","Unknown","Driver","Impairment Not Known","North","Proceeding Straight","Car","Unknown","1","Unknown","Unknown"
"CR-0000096151","ACV-0000195895","","0","","Unknown","Driver","Impairment Not Known","Unknown","Proceeding Straight","Car","Unknown","1","Unknown","Unknown"
"CR-0000096162","ACV-0000195917","M","18","","Unknown","Driver","Impairment Not Known","South","Making Right Turn","Car","Unknown","1","Unknown","Unknown"
"CR-0000096154","ACV-0000195901","M","0","","Unknown","Driver","Impairment Not Known","West","Making Left Turn","Unknown","Unknown","1","Unknown","Unknown"
"CR-0000096157","ACV-0000195907","F","58","","Unknown","Driver","Impairment Not Known","North","Ran Off Road","Car","Unknown","1","Unknown","Unknown"
"CR-0000096147","ACV-0000195887","M","0","","Unknown","Driver","Impairment Not Known","North","Changing Lanes","Panel Truck","Unknown","1","Unknown","Unknown"
"CR-0000096148","ACV-0000195889","","0","","Unknown","Driver","Impairment Not Known","North","Proceeding Straight","Car","Unknown","1","Unknown","Unknown"
"CR-0000096152","ACV-0000195898","F","42","","Minor","Driver","Had Not Been Drinking","South","Stopped","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000096149","ACV-0000195892","F","44","","Unknown","Driver","Impairment Not Known","South","Proceeding Straight","Car","Unknown","1","Unknown","Unknown"
"CR-0000096154","ACV-0000195902","M","21","","Unknown","Driver","Impairment Not Known","North","Stopped","Car","Unknown","1","Unknown","Unknown"
"CR-0000096150","ACV-0000195893","F","0","","Unknown","Driver","Impairment Not Known","East","Proceeding Straight","Car","Unknown","1","Unknown","Unknown"
"CR-0000096147","ACV-0000195888","M","34","","Unknown","Driver","Impairment Not Known","North","Passing Other Vehicles","Car","Unknown","1","Unknown","Unknown"
"CR-0000096161","ACV-0000195916","","0","","Unknown","Parked","Not Applicable","Not Applicable","Parked","Car","Unknown","1","Unknown","Unknown"
"CR-0000096155","ACV-0000195903","M","0","","Unknown","Driver","Impairment Not Known","East","Changing Lanes","Unknown","Unknown","1","Unknown","Unknown"
"CR-0000096158","ACV-0000195910","M","24","","Unknown","Driver","Impairment Not Known","North","Proceeding Straight","Car","Unknown","1","Unknown","Unknown"
"CR-0000096150","ACV-0000195894","F","0","","Unknown","Driver","Impairment Not Known","East","Stopped","Car","Unknown","1","Unknown","Unknown"
"CR-0000096159","ACV-0000195911","","0","","Unknown","Driver","Impairment Not Known","Unknown","Proceeding Straight","Panel Truck","Unknown","1","Unknown","Unknown"
"CR-0000096156","ACV-0000195905","","0","","Unknown","Driver","Impairment Not Known","Unknown","Proceeding Straight","Car","Unknown","1","22107","Unsafe Turn Movement"
"CR-0000096157","ACV-0000195908","","0","","Unknown","Parked","Not Applicable","Not Applicable","Parked","Car","Unknown","1","Unknown","Unknown"
"CR-0000096146","ACV-0000195886","F","0","","Unknown","Driver","Impairment Not Known","North","Merging","Car","Unknown","1","Unknown","Unknown"
"CR-0000096156","ACV-0000195906","","0","","Moderate","Parked","Impairment Not Known","Not Applicable","Parked","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000096149","ACV-0000195891","M","36","","Unknown","Driver","Impairment Not Known","South","Merging","Panel Truck","Unknown","1","Unknown","Unknown"
"CR-0000096159","ACV-0000195912","M","71","","Unknown","Driver","Impairment Not Known","Unknown","Proceeding Straight","Car","Unknown","1","Unknown","Unknown"
"CR-0000096153","ACV-0000195899","","0","","Unknown","Driver","Impairment Not Known","North","Making Right Turn","Unknown","Unknown","1","Unknown","Unknown"
"CR-0000096160","ACV-0000195913","","0","","Unknown","Driver","Impairment Not Known","South","Proceeding Straight","Car","Unknown","1","Unknown","Unknown"
"CR-0000096165","ACV-0000195924","","0","","Unknown","Parked","Not Applicable","Not Applicable","Parked","Car","Unknown","1","Unknown","Unknown"
"CR-0000096172","ACV-0000195935","M","12","","Minor","Driver","Had Not Been Drinking","South","Stopped","Unknown","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000096169","ACV-0000195929","M","37","","Minor","Driver","Impairment Not Known","West","Other Unsafe Turning","Panel Truck","None Apparent","1","22107","Unsafe Turn Movement"
"CR-0000096167","ACV-0000195928","M","39","","Unknown","Driver","Impairment Not Known","North","Proceeding Straight","Car","Unknown","1","Unknown","Unknown"
"CR-0000096172","ACV-0000195934","M","0","","Unknown","Driver","Impairment Not Known","South","Proceeding Straight","Car","Other Violation","1","21453","Run Red Light"
"CR-0000096164","ACV-0000195921","","0","","Unknown","Driver","Impairment Not Known","Unknown","Unknown","Unknown","Unknown","1","Unknown","Unknown"
"CR-0000096163","ACV-0000195919","","0","","Unknown","Driver","Impairment Not Known","West","Backing","Panel Truck","Unknown","1","Unknown","Unknown"
"CR-0000096167","ACV-0000195927","M","36","","Unknown","Driver","Impairment Not Known","West","Proceeding Straight","Car","Unknown","1","Unknown","Unknown"
"CR-0000096170","ACV-0000195930","","0","","Unknown","Driver","Impairment Not Known","West","Proceeding Straight","Car","Unknown","1","Unknown","Unknown"
"CR-0000096171","ACV-0000195932","M","0","","Unknown","Driver","Impairment Not Known","East","Making Right Turn","Car","Unknown","1","Unknown","Unknown"
"CR-0000096170","ACV-0000195931","M","68","","Unknown","Driver","Impairment Not Known","West","Stopped","Car","Unknown","1","Unknown","Unknown"
"CR-0000096171","ACV-0000195933","F","42","","Unknown","Driver","Impairment Not Known","East","Making Right Turn","Car","Unknown","1","Unknown","Unknown"
"CR-0000096164","ACV-0000195922","","0","","Unknown","Parked","Not Applicable","Not Applicable","Parked","Car","Unknown","1","Unknown","Unknown"
"CR-0000096166","ACV-0000195925","M","0","","Unknown","Driver","Impairment Not Known","North","Other Unsafe Turning","Car","Unknown","1","Unknown","Unknown"
"CR-0000096165","ACV-0000195923","","0","","Unknown","Driver","Impairment Not Known","Unknown","Other Unsafe Turning","Unknown","Unknown","1","Unknown","Unknown"
"CR-0000096166","ACV-0000195926","","0","","Unknown","Driver","Impairment Not Known","North","Stopped","Car","Unknown","1","Unknown","Unknown"
"CR-0000096163","ACV-0000195920","","0","","Unknown","Parked","Not Applicable","Not Applicable","Parked","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000096173","ACV-0000195937","F","0","","Not Applicable","Pedestrian","Impairment Not Known","South","Other (Ped)","Pedestrian","Unknown","1","Not Applicable","Not Applicable"
"CR-0000096173","ACV-0000195936","M","59","","Major","Driver","Impairment Not Known","West","Proceeding Straight","Car","None Apparent","1","Unknown","Unknown"
"CR-0000096191","ACV-0000195962","","0","","Unknown","Driver","Impairment Not Known","East","Backing","Car","Unknown","1","Unknown","Unknown"
"CR-0000096195","ACV-0000195970","","0","","Moderate","Driver","Impairment Not Known","North","Parked","Car","Other Violation","1","22350","Speeding"
"CR-0000096187","ACV-0000195954","","0","","Unknown","Driver","Impairment Not Known","East","Proceeding Straight","Car","Unknown","1","Unknown","Unknown"
"CR-0000096195","ACV-0000195971","","0","","Moderate","Parked","Not Applicable","Not Applicable","Parked","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000096188","ACV-0000195957","","0","","Unknown","Parked","Not Applicable","Not Applicable","Parked","Car","Unknown","1","Unknown","Unknown"
"CR-0000096194","ACV-0000195969","","0","","Unknown","Driver","Impairment Not Known","North","Proceeding Straight","Car","Unknown","1","Unknown","Unknown"
"CR-0000096187","ACV-0000195955","F","34","","Unknown","Driver","Impairment Not Known","East","Slowing/Stopping","Car","Unknown","1","Unknown","Unknown"
"CR-0000096189","ACV-0000195958","","0","","Unknown","Driver","Impairment Not Known","West","Proceeding Straight","Panel Truck","Unknown","1","Unknown","Unknown"
"CR-0000096190","ACV-0000195961","F","0","","Unknown","Driver","Impairment Not Known","West","Proceeding Straight","Car","Unknown","1","Unknown","Unknown"
